Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Nac_Sal_3_2 - illumina_universal_adapter	(1, 0.0003334513290170363)	(2, 0.0003334513290170363)	(3, 0.0004879775546590775)	(4, 0.000605905463701688)	(5, 0.0006262378618124828)	(6, 0.0006831685765227085)	(7, 0.0006994344950113445)	(8, 0.0007157004134999803)	(9, 0.0007766976078323651)	(10, 0.001020686385161904)	(12, 0.0013887027909672916)	(14, 0.002602546958181747)	(16, 0.004359266154954426)	(18, 0.00605498815739472)	(20, 0.008285452230148921)	(22, 0.01107709049076106)	(24, 0.014255044315478301)	(26, 0.018055169522385867)	(28, 0.024309415181266378)	(30, 0.0313952559228784)	(32, 0.038993473096882454)	(34, 0.049635450268072506)	(36, 0.06060274580903527)	(38, 0.0764213515392337)	(40, 0.09963281722251716)	(42, 0.128840307108674)	(44, 0.16219560620943305)	(46, 0.20008299684908826)	(48, 0.25666806079143045)	(50, 0.34052903679940405)	(52, 0.44956152166854163)	(54, 0.5675321287471847)	(56, 0.7076711494860275)	(58, 0.8874380141428094)	(60, 1.1018594181396304)	(62, 1.3628684459277154)	(64, 1.6665714432688477)	(66, 1.9982416542113786)	(68, 2.3662417940982774)	(70, 2.783442270933678)	(72, 3.2422794326203643)	(74, 3.753200065307663)	(76, 4.272485446577742)	(78, 4.813268272370365)	(80, 5.347323107628126)	(82, 5.929882911818999)	(84, 6.566282906207258)	(86, 7.211991072450638)	(88, 7.889844760107184)	(90, 8.576240088210076)	(92, 9.312470124082527)	(94, 10.100555908096748)	(96, 10.855556813905082)	(98, 11.622592466155199)	(100, 12.395896596742872)	(102, 13.205886473241852)	(104, 14.014052533630295)	(106, 14.829778179636332)	(108, 15.661176038106166)	(110, 16.502862090020066)	(112, 17.351499788848045)	(114, 18.21325595093711)	(116, 19.06576900484501)	(118, 19.922533563197874)	(120, 20.73929819474737)	(122, 21.56853471929803)	(124, 22.40593673492998)	(126, 23.24551431715979)	(128, 24.10424095193035)	(130, 24.929850176658043)	(132, 25.749461343943047)	(134, 26.538313659366047)	(136, 27.329351707585957)	(138, 28.158079922183845)
Nac_Sal_3_2 - polya	(1, 0.01768918635639156)	(2, 0.01880340177286312)	(3, 0.019624830656539236)	(4, 0.020149406527797745)	(5, 0.020706514236033525)	(6, 0.021088763320516467)	(7, 0.021511677201221)	(8, 0.022491698790161316)	(9, 0.02343918854212436)	(10, 0.02470996342404904)	(12, 0.02619219524632599)	(14, 0.027343008979396975)	(16, 0.028272199573060305)	(18, 0.029185124248234995)	(20, 0.030504696885625585)	(22, 0.03156604806700908)	(24, 0.032960850577409606)	(26, 0.03415639558632435)	(28, 0.0351628492928087)	(30, 0.03617743595853736)	(32, 0.03715542430766659)	(34, 0.03813951237622907)	(36, 0.03918256439931285)	(38, 0.040469605199726165)	(40, 0.04151062398299886)	(42, 0.04220599199838805)	(44, 0.0431229831531849)	(46, 0.04400947571081555)	(48, 0.04492036714617917)	(50, 0.04593698705171891)	(52, 0.04683567904821605)	(54, 0.047596110737559774)	(56, 0.048527334571034184)	(58, 0.04944025924620887)	(60, 0.05067036933191196)	(62, 0.051985875489680394)	(64, 0.053171254299539734)	(66, 0.05677618848458367)	(68, 0.09854706716340071)	(70, 0.1394314532845871)	(72, 0.1406717295693456)	(74, 0.14162328580093078)	(76, 0.14255247639459412)	(78, 0.1433861047171367)	(80, 0.1442583645960898)	(82, 0.14506759404089942)	(84, 0.1459357874402304)	(86, 0.1467368839257957)	(88, 0.1476782739583255)	(90, 0.14851190228086808)	(92, 0.14924996833228993)	(94, 0.14993517014862373)	(96, 0.15090095905888648)	(98, 0.15191554572461516)	(100, 0.15301146198278698)	(102, 0.15427613714527844)	(104, 0.155467615674571)	(106, 0.15650660121803264)	(108, 0.15731786390265334)	(110, 0.15811896038821868)	(112, 0.1589586884301945)	(114, 0.15990821142196862)	(116, 0.16083943525544303)	(118, 0.16195771715153676)	(120, 0.1632610238704387)	(122, 0.16467412553913896)	(124, 0.1659103353442753)	(126, 0.16710994683281216)	(128, 0.16862877697168854)	(130, 0.17041396152581634)	(132, 0.17223981087616574)	(134, 0.1742059537734796)	(136, 0.17629002457983609)	(138, 0.17858961880616697)
Nac_Sal_4_1 - illumina_universal_adapter	(1, 4.823889250256259e-05)	(2, 6.8338431045297e-05)	(3, 7.637824646239077e-05)	(4, 0.0001889356623017035)	(5, 0.00021707501626153165)	(6, 0.00038189123231195383)	(7, 0.000410030586271782)	(8, 0.00045022966335725087)	(9, 0.0004944486481512666)	(10, 0.0005768567561764777)	(12, 0.0006894141720157903)	(14, 0.0009326185883828768)	(16, 0.001292400328297823)	(18, 0.0016461522066499486)	(20, 0.001967744823333699)	(22, 0.0022250189166806997)	(24, 0.0025446015795101765)	(26, 0.002809915488274271)	(28, 0.0031998465360033182)	(30, 0.003865141261767828)	(32, 0.004620883910974641)	(34, 0.005635910607382729)	(36, 0.007143375998087811)	(38, 0.009261867360492018)	(40, 0.012515982650560718)	(42, 0.01745242931665629)	(44, 0.023629017510838575)	(46, 0.031636673666263965)	(48, 0.044743582749981074)	(50, 0.0663405369141492)	(52, 0.09454420939731413)	(54, 0.13010632294097413)	(56, 0.17405798387237148)	(58, 0.2325255315393316)	(60, 0.3144130615162859)	(62, 0.42476153806975203)	(64, 0.5626966312731212)	(66, 0.7329939914841471)	(68, 0.9292398559538431)	(70, 1.1533597604746033)	(72, 1.4155120118259252)	(74, 1.7193145269455017)	(76, 2.0596961922590005)	(78, 2.42916389979769)	(80, 2.8247690472573517)	(82, 3.2571061014038603)	(84, 3.722999335147464)	(86, 4.226679701351409)	(88, 4.756270382690792)	(90, 5.29189293554685)	(92, 5.877625647943799)	(94, 6.504777479415761)	(96, 7.157214530374483)	(98, 7.8399596755017935)	(100, 8.533642989504061)	(102, 9.229760357623853)	(104, 9.94188097833137)	(106, 10.68073599525458)	(108, 11.441696484667087)	(110, 12.2200149355651)	(112, 12.995871192991629)	(114, 13.79489819845022)	(116, 14.62776478699936)	(118, 15.507525608922556)	(120, 16.370820888871542)	(122, 17.22664517034419)	(124, 18.09284885352031)	(126, 18.976854697983732)	(128, 19.88311274156781)	(130, 20.796148349548503)	(132, 21.70496506438907)	(134, 22.611904482329752)	(136, 23.538869070520555)	(138, 24.472189132798576)
Nac_Sal_4_1 - polya	(1, 0.04087040167279615)	(2, 0.04461695565716185)	(3, 0.047241955390842964)	(4, 0.05079555380519841)	(5, 0.05371802670931199)	(6, 0.05594907548755551)	(7, 0.05894792663813148)	(8, 0.06431852333675012)	(9, 0.0728568073097037)	(10, 0.08324625878244311)	(12, 0.09050822205793306)	(14, 0.09780234459509138)	(16, 0.10477688446942021)	(18, 0.11201673825251315)	(20, 0.11946160732874198)	(22, 0.1268702972355939)	(24, 0.1334006373081283)	(26, 0.13994906696535117)	(28, 0.1463045410525638)	(30, 0.15270423412457043)	(32, 0.15942149990555227)	(34, 0.16557597860733753)	(36, 0.17202994043340958)	(38, 0.1800717658043576)	(40, 0.18746035617266676)	(42, 0.19429821918490503)	(44, 0.20034818028626808)	(46, 0.20650868884961618)	(48, 0.2129184316908942)	(50, 0.21930807499362945)	(52, 0.22505855297070576)	(54, 0.23107434485654618)	(56, 0.2369072309416477)	(58, 0.24309185895124708)	(60, 0.2494634126692939)	(62, 0.25571838906379285)	(64, 0.26239143585998065)	(66, 0.2693358264264954)	(68, 0.2753877974817127)	(70, 0.2812870120440053)	(72, 0.2871078384059812)	(74, 0.29267340062846436)	(76, 0.2980118380654146)	(78, 0.3036557884882144)	(80, 0.3093921967883108)	(82, 0.3154562275666538)	(84, 0.3210237997429912)	(86, 0.3263381177336902)	(88, 0.3313730521386452)	(90, 0.33671148957559544)	(92, 0.34205796682796274)	(94, 0.347565240388672)	(96, 0.35272680188644623)	(98, 0.3573919047822149)	(100, 0.36218966463236557)	(102, 0.36691305618990816)	(104, 0.37178116442495845)	(106, 0.37679599929137064)	(108, 0.38174249572673763)	(110, 0.3869663657939943)	(112, 0.3920716485838488)	(114, 0.3973055684203769)	(116, 0.4026922447498297)	(118, 0.4074457856151864)	(120, 0.41201039081824137)	(122, 0.41691668817652283)	(124, 0.421776756596156)	(126, 0.42639965046098494)	(128, 0.4311552012801959)	(130, 0.43565146805220556)	(132, 0.440402998963708)	(134, 0.44513443033666766)	(136, 0.44957039849304914)	(138, 0.45412093401912423)
Nac_Sal_4_2 - illumina_universal_adapter	(1, 2.4119446251281296e-05)	(2, 2.813935395982818e-05)	(3, 2.813935395982818e-05)	(4, 9.647778500512519e-05)	(5, 0.0001165773235478596)	(6, 0.000136676862090594)	(7, 0.00015677640063332842)	(8, 0.00017285603146751594)	(9, 0.00022109492397007853)	(10, 0.0002753636780354615)	(12, 0.00038390118616622726)	(14, 0.0006070060639905793)	(16, 0.0009406584037999705)	(18, 0.0013004401437149166)	(20, 0.0016421322989414015)	(22, 0.001971764731042246)	(24, 0.0023697355941883873)	(26, 0.0027214775186862397)	(28, 0.0032058763975661387)	(30, 0.003959609092918679)	(32, 0.0048078096194220715)	(34, 0.005947453454795113)	(36, 0.0076137051999877955)	(38, 0.009844753978231315)	(40, 0.013227506314973516)	(42, 0.018290580073888313)	(44, 0.02453148679140735)	(46, 0.032605471424023764)	(48, 0.04587920667764557)	(50, 0.06752439973431626)	(52, 0.09545069858559146)	(54, 0.13080176697455273)	(56, 0.17439364616603514)	(58, 0.23230242666150724)	(60, 0.3132131190652846)	(62, 0.42152149245666326)	(64, 0.5566245606793612)	(66, 0.7232879243218606)	(68, 0.9153189155591452)	(70, 1.1347355280609055)	(72, 1.3913945755284982)	(74, 1.6893682244706816)	(76, 2.023169300865289)	(78, 2.3854433835595343)	(80, 2.7717404347200554)	(82, 3.1924177465579238)	(84, 3.6452442702948957)	(86, 4.135041885227373)	(88, 4.648637353794449)	(90, 5.168825471003541)	(92, 5.736526887373803)	(94, 6.344622346353399)	(96, 6.976897550199904)	(98, 7.637812586515951)	(100, 8.307374444313083)	(102, 8.978616623532387)	(104, 9.665194750659797)	(106, 10.37612748863944)	(108, 11.10681807300659)	(110, 11.852655669619544)	(112, 12.594409040000615)	(114, 13.354873070811117)	(116, 14.141468511681028)	(118, 14.967875108542533)	(120, 15.77564742322107)	(122, 16.572013249776603)	(124, 17.372023122669937)	(126, 18.185041416908128)	(128, 19.01353032596266)	(130, 19.840966019197552)	(132, 20.65785548455907)	(134, 21.471054674644144)	(136, 22.297425092336276)	(138, 23.12527483606515)
Nac_Sal_4_2 - polya	(1, 0.021952715996374526)	(2, 0.02692534183184702)	(3, 0.02925688830280421)	(4, 0.03208288342191267)	(5, 0.034792301217473266)	(6, 0.03640026430089202)	(7, 0.03856699455579879)	(8, 0.043270286574798644)	(9, 0.048990615244060856)	(10, 0.05683345518343583)	(12, 0.06423812518257918)	(14, 0.07049310157707814)	(16, 0.0773751835741104)	(18, 0.08414470815530334)	(20, 0.09193930920217575)	(22, 0.09798123048812171)	(24, 0.10587230931999925)	(26, 0.11399654279897249)	(28, 0.12026759882430563)	(30, 0.12631755992566868)	(32, 0.13272127290538388)	(34, 0.1395631558253307)	(36, 0.14601912760525698)	(38, 0.1534840962200285)	(40, 0.16012699370840225)	(42, 0.16622519370226785)	(44, 0.17215053766466598)	(46, 0.17838139461291364)	(48, 0.1853700041642224)	(50, 0.19407913421478923)	(52, 0.20115216182797746)	(54, 0.2073166902990341)	(56, 0.2131435465225728)	(58, 0.2190467809925739)	(60, 0.2262665352371241)	(62, 0.23424002217702683)	(64, 0.24095326805030015)	(66, 0.27080309274011505)	(68, 0.306445604437946)	(70, 0.3247683437735026)	(72, 0.3310353798911272)	(74, 0.336848166437686)	(76, 0.34265090321497343)	(78, 0.3482405848837079)	(80, 0.3541016103227692)	(82, 0.35998474525422763)	(84, 0.36536539172211757)	(86, 0.37056313238926875)	(88, 0.3759176494570532)	(90, 0.38143899269474235)	(92, 0.3864658872842802)	(94, 0.3914907719199638)	(96, 0.396350840339597)	(98, 0.40139582451382333)	(100, 0.4064227191033612)	(102, 0.4111983694611149)	(104, 0.4158071936489639)	(106, 0.42073560049964237)	(108, 0.4252519668101948)	(110, 0.4296819051050135)	(112, 0.43421636100025435)	(114, 0.4388251851881033)	(116, 0.44319281491343954)	(118, 0.44752225551554453)	(120, 0.45199641279515723)	(122, 0.45667759532176005)	(124, 0.4610391951855334)	(126, 0.4651194015097085)	(128, 0.46921769741857206)	(130, 0.4730727889110685)	(132, 0.47701229846544446)	(134, 0.4807990515268956)	(136, 0.48475062080439724)	(138, 0.48868209054335604)
Nac_Sal_5_1 - illumina_universal_adapter	(1, 4.074485748041506e-05)	(2, 7.778563700806511e-05)	(3, 0.00017038758582719023)	(4, 0.00023335691102419534)	(5, 0.0002666936125990804)	(6, 0.0004148567307096806)	(7, 0.0004593056661428607)	(8, 0.0005185709133871008)	(9, 0.0006148769401589909)	(10, 0.000714887044883646)	(12, 0.0011093713468531192)	(14, 0.0022465232783519754)	(16, 0.004313398775994849)	(18, 0.005974677737809953)	(20, 0.008447149771280594)	(22, 0.01274943631341715)	(24, 0.017749941549649907)	(26, 0.023874634444546843)	(28, 0.034888710237093584)	(30, 0.050140251207603494)	(32, 0.06947553812103682)	(34, 0.094542885666374)	(36, 0.12033993656840586)	(38, 0.15536384565077538)	(40, 0.20508924012766921)	(42, 0.27557969560776363)	(44, 0.3550747645910298)	(46, 0.4503455015751221)	(48, 0.5848979852482874)	(50, 0.7754098265928498)	(52, 1.0330303002466323)	(54, 1.3434412928832216)	(56, 1.6957620755163707)	(58, 2.1313857192682284)	(60, 2.688206793634557)	(62, 3.374985442973646)	(64, 4.129119045805814)	(66, 4.979462369383099)	(68, 5.948819569621701)	(70, 7.028765721218055)	(72, 8.132269808593994)	(74, 9.379753258032885)	(76, 10.693987896258555)	(78, 12.055288400991033)	(80, 13.430108790251104)	(82, 14.829670568196669)	(84, 16.36692033180241)	(86, 17.85401687992772)	(88, 19.313840302086817)	(90, 20.78339433702783)	(92, 22.406684275359375)	(94, 24.070337551142202)	(96, 25.636079082360617)	(98, 27.21346438262355)	(100, 28.80904040971251)	(102, 30.405323915690445)	(104, 31.975647391336427)	(106, 33.46943350424443)	(108, 34.92227288742359)	(110, 36.32762969532625)	(112, 37.678919929391384)	(114, 39.056796182962486)	(116, 40.4114126790292)	(118, 41.710468005804444)	(120, 42.93538250827713)	(122, 44.15431492485611)	(124, 45.37222501592013)	(126, 46.587401497455005)	(128, 47.78284450369652)	(130, 48.92621743411705)	(132, 50.04448782825168)	(134, 51.138252042650834)	(136, 52.21351253563694)	(138, 53.249804276520976)
Nac_Sal_5_1 - polya	(1, 0.0437044157646743)	(2, 0.048141901152086775)	(3, 0.05213119310721469)	(4, 0.05603158719147624)	(5, 0.05963935911746935)	(6, 0.0625248358426733)	(7, 0.0666622909159118)	(8, 0.07299256013718719)	(9, 0.08210088782303634)	(10, 0.09292790767896845)	(12, 0.10084352226402726)	(14, 0.10914806503412641)	(16, 0.11794710221091968)	(18, 0.12643684887865708)	(20, 0.1348580701042683)	(22, 0.14271997555901206)	(24, 0.15030777924525116)	(26, 0.157734455540545)	(28, 0.16519817261536646)	(30, 0.1725081704551482)	(32, 0.17999781607563906)	(34, 0.18723743643431826)	(36, 0.19524750500717258)	(38, 0.20474846495601481)	(40, 0.21323265550682305)	(42, 0.220776010257629)	(44, 0.2280693397466233)	(46, 0.23550342419782266)	(48, 0.24260784571122596)	(50, 0.24939371652069142)	(52, 0.2559758630427548)	(54, 0.26258208607151123)	(56, 0.2691716407494802)	(58, 0.2755741394908345)	(60, 0.28237297457313465)	(62, 0.2895218450219711)	(64, 0.3021175621003485)	(66, 0.3145502997488042)	(68, 0.32096576276299327)	(70, 0.32692747622796847)	(72, 0.33252248597562006)	(74, 0.33797674076106654)	(76, 0.3432291232980873)	(78, 0.34890747479967604)	(80, 0.35446729580677633)	(82, 0.35978079563001775)	(84, 0.364773892710345)	(86, 0.3696317909453963)	(88, 0.37448598510249476)	(90, 0.3796624340414839)	(92, 0.38473331675881917)	(94, 0.39010237775135204)	(96, 0.39480285267341086)	(98, 0.39932738389271333)	(100, 0.4038574712289449)	(102, 0.4081097527187192)	(104, 0.4124453759624306)	(106, 0.417056953013623)	(108, 0.4214796220892244)	(110, 0.4256096690065574)	(112, 0.42989343515893014)	(114, 0.4341864615061848)	(116, 0.43876099777784955)	(118, 0.4432947891920339)	(120, 0.44795822333456503)	(122, 0.45288649905071887)	(124, 0.45838520277159855)	(126, 0.4641265235983843)	(128, 0.4702771450389506)	(130, 0.4766555672736119)	(132, 0.4833080912767779)	(134, 0.49028472210081075)	(136, 0.49713726631342603)	(138, 0.5044083713347038)
Nac_Sal_5_2 - illumina_universal_adapter	(1, 1.8520389763825028e-05)	(2, 2.2224467716590033e-05)	(3, 5.1857091338710075e-05)	(4, 8.148971496083011e-05)	(5, 0.00010001010472465515)	(6, 0.00012223457244124519)	(7, 0.00015557127401613023)	(8, 0.0002000202094493103)	(9, 0.0002703976905518454)	(10, 0.00034818332755991047)	(12, 0.0007019227720489685)	(14, 0.0018798195610282402)	(16, 0.0038855777724504906)	(18, 0.0055709332409585675)	(20, 0.00819897654844534)	(22, 0.012629053779952285)	(24, 0.01770364057524034)	(26, 0.024024649601633825)	(28, 0.03512391918709416)	(30, 0.05047176618437596)	(32, 0.06960888492733636)	(34, 0.09464659984905141)	(36, 0.1202102938400591)	(38, 0.15499899397242803)	(40, 0.20400394528750904)	(42, 0.2732498305754745)	(44, 0.35245598147842494)	(46, 0.44588579171999304)	(48, 0.5773231458348829)	(50, 0.7644624242034528)	(52, 1.0178343204454139)	(54, 1.3228558796607301)	(56, 1.6691408672698487)	(58, 2.0991398686504326)	(60, 2.6425855175293265)	(62, 3.314786768085309)	(64, 4.048597947229631)	(66, 4.87143663996866)	(68, 5.807370092800488)	(70, 6.852123799767621)	(72, 7.915655329916296)	(74, 9.118906532482244)	(76, 10.389834943323162)	(78, 11.699189458846064)	(80, 13.021906435583565)	(82, 14.358467403669525)	(84, 15.82229678613454)	(86, 17.244696056697876)	(88, 18.636044041783187)	(90, 20.031072028314565)	(92, 21.554103688698618)	(94, 23.117680186353645)	(96, 24.59759452732854)	(98, 26.082690873359354)	(100, 27.58767626595754)	(102, 29.098586331241172)	(104, 30.58436237557632)	(106, 31.98072568220967)	(108, 33.31794412413225)	(110, 34.617893985733076)	(112, 35.87123913853222)	(114, 37.14065813760739)	(116, 38.3811371756376)	(118, 39.57323169540982)	(120, 40.69355970484722)	(122, 41.79600257388969)	(124, 42.89145399579632)	(126, 43.9758913419104)	(128, 45.03838387819332)	(130, 46.04940454724463)	(132, 47.02892944146357)	(134, 47.988915324481674)	(136, 48.93301441716037)	(138, 49.836142703603535)
Nac_Sal_5_2 - polya	(1, 0.031255009765431115)	(2, 0.036603698329223784)	(3, 0.04040778638671344)	(4, 0.04359699750404411)	(5, 0.04721217758594276)	(6, 0.049690205736342544)	(7, 0.05307573298516976)	(8, 0.05892817615053847)	(9, 0.06583998561039797)	(10, 0.07424824256317453)	(12, 0.08411775826831688)	(14, 0.09287234650967698)	(16, 0.10216587809316438)	(18, 0.11006112024948299)	(20, 0.12068997193494217)	(22, 0.1293445500715776)	(24, 0.13950668793498838)	(26, 0.14967438191532834)	(28, 0.15800485323109684)	(30, 0.1656722945933204)	(32, 0.17385460279097828)	(34, 0.18298515494454404)	(36, 0.1917212227961403)	(38, 0.2026112119772694)	(40, 0.21121208098358976)	(42, 0.21847207377100916)	(44, 0.2258339287021296)	(46, 0.23377176775490502)	(48, 0.2429393606879984)	(50, 0.2541293801833015)	(52, 0.2639840795766328)	(54, 0.27144224053452515)	(56, 0.278505917190448)	(58, 0.28622521564401027)	(60, 0.2955465278121434)	(62, 0.30623094066689405)	(64, 0.3163134408543204)	(66, 0.3505335650209399)	(68, 0.3999996740411402)	(70, 0.4230316307514329)	(72, 0.4298434301065678)	(74, 0.43643298478453674)	(76, 0.4425317491337643)	(78, 0.4487027430030708)	(80, 0.4543996148944234)	(82, 0.46005759396727197)	(84, 0.46541554272594654)	(86, 0.4708160883810779)	(88, 0.4758962312932951)	(90, 0.48134492996181244)	(92, 0.4864491493807226)	(94, 0.49148299131853024)	(96, 0.4964297874244479)	(98, 0.5014062161539876)	(100, 0.5063011551685666)	(102, 0.5108793955181843)	(104, 0.5153817022697701)	(106, 0.519646948032379)	(108, 0.5237232858193969)	(110, 0.5274699606686186)	(112, 0.5314055434934315)	(114, 0.5354966975922604)	(116, 0.5393063417666792)	(118, 0.5433085979946418)	(120, 0.547434940834022)	(122, 0.5519261353517496)	(124, 0.5562524984005792)	(126, 0.5607270245675193)	(128, 0.565301560839184)	(130, 0.5699742551765971)	(132, 0.5749914287636173)	(134, 0.5799493371033932)	(136, 0.5851813472116738)	(138, 0.5907948773490892)
Nac_Sal_6_1 - illumina_universal_adapter	(1, 0.00017627397146983737)	(2, 0.0001872910946867022)	(3, 0.00020198059230918866)	(4, 0.0002864452036384857)	(5, 0.000312151824477837)	(6, 0.0005141324167870257)	(7, 0.0005398390376263769)	(8, 0.0005618732840601067)	(9, 0.0006463378953894037)	(10, 0.0007124406346905927)	(12, 0.0008464823004957817)	(14, 0.0010704971392387)	(16, 0.0013863213381221586)	(18, 0.0017553949658871307)	(20, 0.002034495420714373)	(22, 0.002339302496380967)	(24, 0.0026936866265234527)	(26, 0.0030774497519109106)	(28, 0.003587909794292315)	(30, 0.0043315656114306916)	(32, 0.005236805902416418)	(34, 0.0064376723330546864)	(36, 0.008104930313206898)	(38, 0.010310191143782677)	(40, 0.01339865801891045)	(42, 0.018396759584961467)	(44, 0.024748131119484044)	(46, 0.03266577033800424)	(48, 0.04487825142389891)	(50, 0.0633980355514487)	(52, 0.08863826484128604)	(54, 0.11976531030333482)	(56, 0.15678100812479784)	(58, 0.205471184181732)	(60, 0.2736653407069225)	(62, 0.3656215958236877)	(64, 0.4797663370992186)	(66, 0.6158847306307865)	(68, 0.7705963557780166)	(70, 0.9482033991570946)	(72, 1.15490482876471)	(74, 1.395217665119777)	(76, 1.662733614884486)	(78, 1.954775517117139)	(80, 2.2670191509551167)	(82, 2.6059682914707745)	(84, 2.9740797571414737)	(86, 3.3734945422456915)	(88, 3.7923049727732)	(90, 4.2170573050890034)	(92, 4.676552135469191)	(94, 5.1711548651671215)	(96, 5.6915450079413255)	(98, 6.240311587747769)	(100, 6.8058517376518886)	(102, 7.3802221118143265)	(104, 7.970003605169953)	(106, 8.58603155840256)	(108, 9.225770196985062)	(110, 9.884981600853372)	(112, 10.5451184430719)	(114, 11.231323635008732)	(116, 11.95905603672433)	(118, 12.741291983180966)	(120, 13.513357288721231)	(122, 14.28426212394932)	(124, 15.084771805448327)	(126, 15.90803735495177)	(128, 16.759607730186538)	(130, 17.62504131880253)	(132, 18.498936058049075)	(134, 19.39395062250235)	(136, 20.32074958743628)	(138, 21.261018821690026)
Nac_Sal_6_1 - polya	(1, 0.045570493999358586)	(2, 0.04839822229168723)	(3, 0.05060164693506019)	(4, 0.053723165179838564)	(5, 0.05612857041552072)	(6, 0.05836504642854428)	(7, 0.06114870622800546)	(8, 0.06561798587964696)	(9, 0.07172147214179009)	(10, 0.07984292813982227)	(12, 0.08568016725755784)	(14, 0.09131909815738981)	(16, 0.09730323225135024)	(18, 0.10277323392852361)	(20, 0.10852600843492988)	(22, 0.11390787312636835)	(24, 0.11889679375640531)	(26, 0.12405831598350649)	(28, 0.12911517554004742)	(30, 0.13414816466295187)	(32, 0.13899569887837238)	(34, 0.14344110809637733)	(36, 0.1484740972192818)	(38, 0.15428195734177236)	(40, 0.15984927694069473)	(42, 0.16496305830052282)	(44, 0.16934420096642938)	(46, 0.17421560561548646)	(48, 0.17867754051831672)	(50, 0.18320741434765098)	(52, 0.18783093372432857)	(54, 0.19210557753247215)	(56, 0.1964665221391478)	(58, 0.20054653010379342)	(60, 0.20495337939053937)	(62, 0.2093565563028797)	(64, 0.22367147173599272)	(66, 0.24100875130493232)	(68, 0.24528155892587308)	(70, 0.24964801209415718)	(72, 0.2541356536178268)	(74, 0.2582285148928921)	(76, 0.26227363530068426)	(78, 0.26658683904008684)	(80, 0.2709404388979513)	(82, 0.27516734183882174)	(84, 0.279629276741652)	(86, 0.2837717150711932)	(88, 0.2879306790855597)	(90, 0.292236538076151)	(92, 0.2961237463845015)	(94, 0.30036533882299443)	(96, 0.3045481732709975)	(98, 0.3084959757570407)	(100, 0.312249142399586)	(102, 0.3162630476249304)	(104, 0.32014658355887526)	(106, 0.3242229191491153)	(108, 0.3283102718625721)	(110, 0.3320248785738584)	(112, 0.3362260748938895)	(114, 0.34018305831594675)	(116, 0.3442887729014318)	(118, 0.3478987169421578)	(120, 0.3514664286772192)	(122, 0.35505801084591715)	(124, 0.3587138595667134)	(126, 0.36250558614051775)	(128, 0.36667189490369545)	(130, 0.3703809930533733)	(132, 0.374334304101025)	(134, 0.37881827325028894)	(136, 0.3829698925158442)	(138, 0.3867909980848935)
Nac_Sal_6_2 - illumina_universal_adapter	(1, 0.00017627397146983737)	(2, 0.000179946345875459)	(3, 0.0001836187202810806)	(4, 0.00026073858279913447)	(5, 0.0002754280804216209)	(6, 0.0003158241988834586)	(7, 0.0003378584453171883)	(8, 0.00035622031734529634)	(9, 0.0003966164358071341)	(10, 0.00047006392391956634)	(12, 0.0006187950873472416)	(14, 0.0008574994237126464)	(16, 0.0011788321842045374)	(18, 0.0015827933688229148)	(20, 0.0019720650558188056)	(22, 0.002377862427639994)	(24, 0.002792840735475236)	(26, 0.0033014645906538293)	(28, 0.004021249974155665)	(30, 0.0049411797627638785)	(32, 0.0060906329517234434)	(34, 0.0074989885362793315)	(36, 0.009375571857551977)	(38, 0.011791994216450996)	(40, 0.015069588373468286)	(42, 0.020275179093436922)	(44, 0.02683771215628274)	(46, 0.03499772808557396)	(48, 0.04748012869028182)	(50, 0.0663891845048275)	(52, 0.09199848742242982)	(54, 0.12338627146727774)	(56, 0.16055070045216846)	(58, 0.2096503462553294)	(60, 0.2780758623680741)	(62, 0.36937476246623296)	(64, 0.4828492954127379)	(66, 0.6183397129209446)	(68, 0.7724417239168415)	(70, 0.9484145606854179)	(72, 1.1531788127940676)	(74, 1.391372689117091)	(76, 1.6569239185747926)	(78, 1.946545726074141)	(80, 2.2553630345916735)	(82, 2.589677638607437)	(84, 2.952649616297469)	(86, 3.346967145726684)	(88, 3.758251044909871)	(90, 4.176587739139054)	(92, 4.62843852219394)	(94, 5.115799329563984)	(96, 5.629002635626387)	(98, 6.170066410117039)	(100, 6.727676067492219)	(102, 7.292740644910811)	(104, 7.871796968814821)	(106, 8.476796781707346)	(108, 9.104299068770315)	(110, 9.750550663361187)	(112, 10.397202546762271)	(114, 11.066334870087367)	(116, 11.770195001979225)	(118, 12.526232229426157)	(120, 13.269702591657047)	(122, 14.00761297903783)	(124, 14.771053713286493)	(126, 15.55302341259872)	(128, 16.360554673961275)	(130, 17.174804544298915)	(132, 17.991623240533286)	(134, 18.827158192925914)	(136, 19.69047282150986)	(138, 20.562154955177018)
