Module	Section	Sample Name	Source
RSeQC	inner_distance	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/242/Nac_Sal_1.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/237/Nac_Sal_2.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/241/Nac_Sal_3.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/233/Nac_Sal_4.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/232/Nac_Sal_5.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/236/Nac_Sal_6.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/235/Nac_Sal_7.inner_distance_freq.txt
RSeQC	inner_distance	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/244/Nac_Sal_8.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/238/Nac_oxy_1.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/243/Nac_oxy_2.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/245/Nac_oxy_3.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/234/Nac_oxy_4.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/239/Nac_oxy_5.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/230/Nac_oxy_6.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/240/Nac_oxy_7.inner_distance_freq.txt
RSeQC	inner_distance	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/231/Nac_oxy_8.inner_distance_freq.txt
RSeQC	read_duplication	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/371/Nac_Sal_1.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/365/Nac_Sal_2.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/369/Nac_Sal_3.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/362/Nac_Sal_4.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/361/Nac_Sal_5.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/366/Nac_Sal_6.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/364/Nac_Sal_7.pos.DupRate.xls
RSeQC	read_duplication	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/373/Nac_Sal_8.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/367/Nac_oxy_1.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/372/Nac_oxy_2.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/374/Nac_oxy_3.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/363/Nac_oxy_4.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/368/Nac_oxy_5.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/359/Nac_oxy_6.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/370/Nac_oxy_7.pos.DupRate.xls
RSeQC	read_duplication	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/360/Nac_oxy_8.pos.DupRate.xls
RSeQC	junction_annotation	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/290/Nac_Sal_1.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/285/Nac_Sal_2.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/288/Nac_Sal_3.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/281/Nac_Sal_4.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/280/Nac_Sal_5.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/283/Nac_Sal_6.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/284/Nac_Sal_7.junction_annotation.log
RSeQC	junction_annotation	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/292/Nac_Sal_8.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/286/Nac_oxy_1.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/291/Nac_oxy_2.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/293/Nac_oxy_3.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/282/Nac_oxy_4.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/287/Nac_oxy_5.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/278/Nac_oxy_6.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/289/Nac_oxy_7.junction_annotation.log
RSeQC	junction_annotation	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/279/Nac_oxy_8.junction_annotation.log
RSeQC	junction_saturation	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/322/Nac_Sal_1.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/317/Nac_Sal_2.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/320/Nac_Sal_3.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/313/Nac_Sal_4.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/312/Nac_Sal_5.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/316/Nac_Sal_6.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/315/Nac_Sal_7.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/324/Nac_Sal_8.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/318/Nac_oxy_1.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/323/Nac_oxy_2.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/325/Nac_oxy_3.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/314/Nac_oxy_4.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/319/Nac_oxy_5.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/310/Nac_oxy_6.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/321/Nac_oxy_7.junctionSaturation_plot.r
RSeQC	junction_saturation	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/311/Nac_oxy_8.junctionSaturation_plot.r
RSeQC	infer_experiment	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/193/Nac_Sal_1.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/188/Nac_Sal_2.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/191/Nac_Sal_3.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/184/Nac_Sal_4.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/183/Nac_Sal_5.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/187/Nac_Sal_6.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/186/Nac_Sal_7.infer_experiment.txt
RSeQC	infer_experiment	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/195/Nac_Sal_8.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/189/Nac_oxy_1.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/194/Nac_oxy_2.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/196/Nac_oxy_3.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/185/Nac_oxy_4.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/190/Nac_oxy_5.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/181/Nac_oxy_6.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/192/Nac_oxy_7.infer_experiment.txt
RSeQC	infer_experiment	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/182/Nac_oxy_8.infer_experiment.txt
RSeQC	bam_stat	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/306/Nac_Sal_1.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/301/Nac_Sal_2.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/304/Nac_Sal_3.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/297/Nac_Sal_4.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/296/Nac_Sal_5.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/299/Nac_Sal_6.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/300/Nac_Sal_7.bam_stat.txt
RSeQC	bam_stat	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/308/Nac_Sal_8.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/302/Nac_oxy_1.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/307/Nac_oxy_2.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/309/Nac_oxy_3.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/298/Nac_oxy_4.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/303/Nac_oxy_5.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/294/Nac_oxy_6.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/305/Nac_oxy_7.bam_stat.txt
RSeQC	bam_stat	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/295/Nac_oxy_8.bam_stat.txt
Samtools	stats	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/153/Nac_Sal_1.sorted.bam.stats
Samtools	stats	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/327/Nac_Sal_2.markdup.sorted.bam.stats
Samtools	stats	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/330/Nac_Sal_3.markdup.sorted.bam.stats
Samtools	stats	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/341/Nac_Sal_4.markdup.sorted.bam.stats
Samtools	stats	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/157/Nac_Sal_5.sorted.bam.stats
Samtools	stats	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/161/Nac_Sal_6.sorted.bam.stats
Samtools	stats	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/151/Nac_Sal_7.sorted.bam.stats
Samtools	stats	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/155/Nac_Sal_8.sorted.bam.stats
Samtools	stats	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/147/Nac_oxy_1.sorted.bam.stats
Samtools	stats	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/339/Nac_oxy_2.markdup.sorted.bam.stats
Samtools	stats	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/338/Nac_oxy_3.markdup.sorted.bam.stats
Samtools	stats	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/340/Nac_oxy_4.markdup.sorted.bam.stats
Samtools	stats	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/158/Nac_oxy_5.sorted.bam.stats
Samtools	stats	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/333/Nac_oxy_6.markdup.sorted.bam.stats
Samtools	stats	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/332/Nac_oxy_7.markdup.sorted.bam.stats
Samtools	stats	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/329/Nac_oxy_8.markdup.sorted.bam.stats
Samtools	flagstat	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/272/Nac_Sal_1.markdup.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/267/Nac_Sal_2.markdup.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/136/Nac_Sal_3.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/142/Nac_Sal_4.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/135/Nac_Sal_5.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/133/Nac_Sal_6.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/144/Nac_Sal_7.sorted.bam.flagstat
Samtools	flagstat	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/145/Nac_Sal_8.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/131/Nac_oxy_1.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/274/Nac_oxy_2.markdup.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/140/Nac_oxy_3.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/262/Nac_oxy_4.markdup.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/265/Nac_oxy_5.markdup.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/132/Nac_oxy_6.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/141/Nac_oxy_7.sorted.bam.flagstat
Samtools	flagstat	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/146/Nac_oxy_8.sorted.bam.flagstat
Samtools	idxstats	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/119/Nac_Sal_1.sorted.bam.idxstats
