Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Nac_Sal_6_2 - polya	(1, 0.019706028207127437)	(2, 0.023765543961616353)	(3, 0.02599864734568858)	(4, 0.028313088932491917)	(5, 0.030413093439367787)	(6, 0.03185499794232833)	(7, 0.0339439108761045)	(8, 0.037530186178339704)	(9, 0.04254727441043575)	(10, 0.04862915366010266)	(12, 0.05357414666705068)	(14, 0.05797565259211357)	(16, 0.06340682621993163)	(18, 0.06836106220446272)	(20, 0.07398818695704208)	(22, 0.07932693080902932)	(24, 0.0857489516337536)	(26, 0.09211366599746276)	(28, 0.09723612417400593)	(30, 0.10256747364392671)	(32, 0.10820199277857254)	(34, 0.1140380088245295)	(36, 0.11980562683637168)	(38, 0.12706691002563963)	(40, 0.1328067991047326)	(42, 0.13777397525788)	(44, 0.14233815758840512)	(46, 0.1474975876752806)	(48, 0.15342233630603513)	(50, 0.16125113831890425)	(52, 0.16740511279371917)	(54, 0.1724314440033983)	(56, 0.17695495723255789)	(58, 0.1816374496761464)	(60, 0.18779327274647795)	(62, 0.19461643879830792)	(64, 0.20106803715129803)	(66, 0.22945137271342136)	(68, 0.2692608771637487)	(70, 0.29407087759225314)	(72, 0.29958708661383554)	(74, 0.3043416742825721)	(76, 0.3087099054883359)	(78, 0.3138397580469455)	(80, 0.31919883644961555)	(82, 0.3239608185004186)	(84, 0.3285970960560917)	(86, 0.33320379608349904)	(88, 0.33739086492863446)	(90, 0.34185522310126226)	(92, 0.3459221332378176)	(94, 0.3503421251180467)	(96, 0.3546401096941791)	(98, 0.3589177597196287)	(100, 0.36335069176847407)	(102, 0.36748969713017743)	(104, 0.3712793179392404)	(106, 0.3751022134676025)	(108, 0.37899535562559594)	(110, 0.3830086564921695)	(112, 0.3869886826394439)	(114, 0.3908818247974374)	(116, 0.3944052478521076)	(118, 0.3981505023687718)	(120, 0.4018292074468378)	(122, 0.40544321168182224)	(124, 0.4088261414772297)	(126, 0.41223125441883646)	(128, 0.41565115612457626)	(130, 0.41884737777280545)	(132, 0.42193268369003767)	(134, 0.4249773205059044)	(136, 0.4279202845683572)	(138, 0.42983542952357146)
Nac_Sal_8_1 - polya	(1, 0.025302100126829655)	(2, 0.02770182030491313)	(3, 0.029337993153606412)	(4, 0.031697314002092525)	(5, 0.03363648182276604)	(6, 0.03557564964343956)	(7, 0.037979409754482774)	(8, 0.041324474245144585)	(9, 0.04597443708180129)	(10, 0.051739421415345266)	(12, 0.055704615615326636)	(14, 0.05998290461968758)	(16, 0.06445713037259575)	(18, 0.0692505108293231)	(20, 0.0736398979900768)	(22, 0.07759903229061856)	(24, 0.08159452598779796)	(26, 0.08531328427723539)	(28, 0.08949461489056267)	(30, 0.09361130657653415)	(32, 0.0975078219162)	(34, 0.1007963273454255)	(36, 0.1045615448638999)	(38, 0.10887215333193875)	(40, 0.11313832253742048)	(42, 0.11676214240230412)	(44, 0.12049302049062077)	(46, 0.12408250092534664)	(48, 0.12761138236567648)	(50, 0.1310776448451304)	(52, 0.13418637325764762)	(54, 0.1372223828768896)	(56, 0.14028667202684972)	(58, 0.14349437879688048)	(60, 0.14696266124281426)	(62, 0.15036630476139226)	(64, 0.15431331926305483)	(66, 0.1581451956753649)	(68, 0.1613246229146775)	(70, 0.1645181899193492)	(72, 0.16745118124811792)	(74, 0.17072352694550447)	(76, 0.17369085770443093)	(78, 0.1769106842733409)	(80, 0.18003355245121722)	(82, 0.18322307952292916)	(84, 0.18651360491863456)	(86, 0.1892385396999768)	(88, 0.1922038504924234)	(90, 0.1950843226927155)	(92, 0.19797085479244725)	(94, 0.20086950669105816)	(96, 0.20339446479089346)	(98, 0.20611737960575588)	(100, 0.20910087009652129)	(102, 0.21158744883323907)	(104, 0.21423562488834635)	(106, 0.21693430010545034)	(108, 0.21945723823880575)	(110, 0.22178019969065427)	(112, 0.22420213950001627)	(114, 0.226721037700412)	(116, 0.2292459958002473)	(118, 0.23165581581073014)	(120, 0.23414441451392778)	(122, 0.23654211472553138)	(124, 0.23860046056851714)	(126, 0.2406648663109425)	(128, 0.2424848561093038)	(130, 0.24450280262269214)	(132, 0.24678536474494328)	(134, 0.2490174277051977)	(136, 0.2510171945202673)	(138, 0.2522291744081882)
Nac_Sal_8_2 - polya	(1, 0.013978168040688266)	(2, 0.0173030328665514)	(3, 0.018870526854929157)	(4, 0.020530939301380856)	(5, 0.02193279603840942)	(6, 0.023169015524088787)	(7, 0.02453855279743946)	(8, 0.02746346426028868)	(9, 0.03094992640454127)	(10, 0.03513529695082828)	(12, 0.03981353931820314)	(14, 0.04386761204329871)	(16, 0.04836001749452569)	(18, 0.0521312949124397)	(20, 0.05732058879922123)	(22, 0.0612918428986422)	(24, 0.06594180573529891)	(26, 0.07108262042656359)	(28, 0.07524375137509218)	(30, 0.07934428332922472)	(32, 0.08338623625544109)	(34, 0.08800993952785949)	(36, 0.09235690739253596)	(38, 0.09797645413952943)	(40, 0.10232746193716563)	(42, 0.10607449975732122)	(44, 0.10949834294069791)	(46, 0.11351403630267598)	(48, 0.11846093421187331)	(50, 0.12544799826573758)	(52, 0.13126954166071786)	(54, 0.13497820011775596)	(56, 0.1386908985077538)	(58, 0.1424318764284698)	(60, 0.14729797567847241)	(62, 0.15433755886081324)	(64, 0.15954705241239345)	(66, 0.18746298916417262)	(68, 0.2301630605821075)	(70, 0.2530391809666154)	(72, 0.257030634730835)	(74, 0.2605756759030038)	(76, 0.2639591197567831)	(78, 0.26797683308524106)	(80, 0.2728570721006027)	(82, 0.2764546324012481)	(84, 0.2797815171935911)	(86, 0.2827508679189974)	(88, 0.2857484981751219)	(90, 0.2888067274256424)	(92, 0.2914569234472295)	(94, 0.29432527584864243)	(96, 0.2970340508981458)	(98, 0.3000781403833072)	(100, 0.3028515543601663)	(102, 0.3056370881359046)	(104, 0.3083882824814852)	(106, 0.31105665820139117)	(108, 0.3136704948263407)	(110, 0.3160661750714644)	(112, 0.31837095682499406)	(114, 0.32076663707011777)	(116, 0.32305929902476826)	(118, 0.32532570141518047)	(120, 0.3275618043083946)	(122, 0.3296423697826589)	(124, 0.331864332910514)	(126, 0.33385601985966407)	(128, 0.33612848214951585)	(130, 0.33822116742265934)	(132, 0.3402471938019672)	(134, 0.34212778259472454)	(136, 0.34382253447133393)	(138, 0.3451678321469262)
Nac_oxy_1_1 - polya	(1, 0.06013188274133255)	(2, 0.0629974978231683)	(3, 0.06547566026341715)	(4, 0.06729016619876965)	(5, 0.06893971704909009)	(6, 0.0706007763937151)	(7, 0.07257640124933146)	(8, 0.07543050783686264)	(9, 0.07961576359895475)	(10, 0.0839966637642244)	(12, 0.08769472660075675)	(14, 0.09152130095702338)	(16, 0.09524813502931712)	(18, 0.0994429812033297)	(20, 0.10308158348595514)	(22, 0.1068371887940103)	(24, 0.11067335356219739)	(26, 0.11398396375714284)	(28, 0.1173847238241407)	(30, 0.12083151786835679)	(32, 0.12445477549190948)	(34, 0.1279878832434098)	(36, 0.13167635566802166)	(38, 0.13621453858878702)	(40, 0.14040746668041548)	(42, 0.14409402102264326)	(44, 0.14737202381705913)	(46, 0.15089937732140715)	(48, 0.1543020554707891)	(50, 0.15747264565169572)	(52, 0.1603881308755179)	(54, 0.16343212761907439)	(56, 0.16624211831177138)	(58, 0.16938010109214843)	(60, 0.17220160027915005)	(62, 0.1753280745652225)	(64, 0.17959388978744656)	(66, 0.18357582881682474)	(68, 0.1863244408732308)	(70, 0.18914018581308012)	(72, 0.19182550115081107)	(74, 0.1942537934490735)	(76, 0.19668400382972)	(78, 0.19908160680983694)	(80, 0.20146578321326522)	(82, 0.20400724237218915)	(84, 0.20626482533826726)	(86, 0.20854350721057038)	(88, 0.21072820304605294)	(90, 0.21304141040126973)	(92, 0.21533543693264562)	(94, 0.21755657633342596)	(96, 0.21947465871751948)	(98, 0.22143493891406307)	(100, 0.223565928442791)	(102, 0.2254418130144345)	(104, 0.22719110414872778)	(106, 0.22909575995613268)	(108, 0.23088724890287604)	(110, 0.23245048604591229)	(112, 0.2340501667542463)	(114, 0.2355347625195347)	(116, 0.2369426349894594)	(118, 0.23829104690547714)	(120, 0.23965288539818352)	(122, 0.24117967897592202)	(124, 0.24259138761061486)	(126, 0.24398966966861904)	(128, 0.24520765198251843)	(130, 0.24636233757774273)	(132, 0.24755154865588075)	(134, 0.2486985619215687)	(136, 0.24976693380950876)	(138, 0.2505514295046031)
Nac_oxy_1_2 - polya	(1, 0.024033572272692084)	(2, 0.026810955564859535)	(3, 0.028821105903389568)	(4, 0.030309537833446153)	(5, 0.03172508263290719)	(6, 0.03305239564269992)	(7, 0.0348093591065296)	(8, 0.037586742398697054)	(9, 0.040532916940664736)	(10, 0.044173437305674274)	(12, 0.04871353830882369)	(14, 0.05261683596045405)	(16, 0.05653356018877306)	(18, 0.05979621832411618)	(20, 0.06455498071905225)	(22, 0.0681974191664459)	(24, 0.0724114461642994)	(26, 0.07665616248029841)	(28, 0.0801931063965669)	(30, 0.08359194838118067)	(32, 0.08721904216950155)	(34, 0.09080969239252466)	(36, 0.09444829467515012)	(38, 0.0989059181357835)	(40, 0.102770854139732)	(42, 0.10589924650818856)	(44, 0.1090372292885656)	(46, 0.11237469263688836)	(48, 0.11609001821487755)	(50, 0.12079507430305901)	(52, 0.12476934100290082)	(54, 0.12823147970618967)	(56, 0.13142125071093724)	(58, 0.13482968310747145)	(60, 0.13895356023327257)	(62, 0.14362792700330856)	(64, 0.14748902684248882)	(66, 0.1612781211017373)	(68, 0.18333415043642895)	(70, 0.19411569151741875)	(72, 0.19688348439766573)	(74, 0.19967621234890592)	(76, 0.20229247672080952)	(78, 0.20482050930304482)	(80, 0.20710494542250024)	(82, 0.20923401686884407)	(84, 0.21137076064472426)	(86, 0.21339817372471115)	(88, 0.21546586653476396)	(90, 0.21757959332203508)	(92, 0.21936532802162614)	(94, 0.22132752630055386)	(96, 0.22292528892650376)	(98, 0.22453456004675826)	(100, 0.22629535967535613)	(102, 0.2278068085940218)	(104, 0.22941224354950812)	(106, 0.23078942670128727)	(108, 0.2323066298671053)	(110, 0.23347666012140234)	(112, 0.23471190517675858)	(114, 0.23611785956429915)	(116, 0.23762739040058076)	(118, 0.23882427380825513)	(120, 0.24005951886361138)	(122, 0.24132737131949722)	(124, 0.2425453536333966)	(126, 0.2437038753933891)	(128, 0.24487965989483845)	(130, 0.24605928056105597)	(132, 0.24723122889773713)	(134, 0.24838016024580917)	(136, 0.24926439622487628)	(138, 0.24983023052818387)
Nac_oxy_1_2 - polyg	(1, 0.0018989015602526068)	(2, 0.0044537872958652054)	(3, 0.006567514083136289)	(4, 0.007154447292668913)	(5, 0.007549572263792183)	(6, 0.008412709336634277)	(7, 0.008938263909875907)	(8, 0.009337225045767363)	(9, 0.009862779619008994)	(10, 0.010666456137944189)	(12, 0.011972670241511892)	(14, 0.014333829656331041)	(16, 0.01526985385976869)	(18, 0.01680048360227534)	(20, 0.01789187247882456)	(22, 0.018887357236169112)	(24, 0.02006697790238664)	(26, 0.021444161054165804)	(28, 0.023227977671372795)	(30, 0.025437608577848558)	(32, 0.02761655016617882)	(34, 0.029530796385504175)	(36, 0.035685922756060355)	(38, 0.0457424286958628)	(40, 0.053322690277800476)	(42, 0.056867306523605346)	(44, 0.06250263256807218)	(46, 0.06918331351186999)	(48, 0.07475726092004581)	(50, 0.08477156904739819)	(52, 0.09033784412603765)	(54, 0.09525772544123759)	(56, 0.09876973428651287)	(58, 0.10397157371217455)	(60, 0.11195846875954006)	(62, 0.11543211595713347)	(64, 0.1184511776296967)	(66, 0.12175795165987396)	(68, 0.12500526513614435)	(70, 0.12725517577268608)	(72, 0.12936123023042076)	(74, 0.13168402799755805)	(76, 0.13400107151754304)	(78, 0.13649649669924874)	(80, 0.13869270102903586)	(82, 0.14157557885232847)	(84, 0.1436068280970835)	(86, 0.14556710829362712)	(88, 0.14797813785043268)	(90, 0.1507919647078979)	(92, 0.15350796936377437)	(94, 0.15571760027025014)	(96, 0.1573537245438819)	(98, 0.15882105756771348)	(100, 0.16043032868796797)	(102, 0.1617557236153766)	(104, 0.1627646349494098)	(106, 0.16390397588556138)	(108, 0.16482849159469445)	(110, 0.1656206596193251)	(112, 0.1665355849165377)	(114, 0.1673718688360025)	(116, 0.16800867218752158)	(118, 0.1687413796582453)	(120, 0.1695642370010214)	(122, 0.17037558584949297)	(124, 0.17129818347624198)	(126, 0.17192156025107236)	(128, 0.17267920279278934)	(130, 0.17331984230907657)	(132, 0.17392020209529785)	(134, 0.17434026213741433)	(136, 0.17478333916813993)	(138, 0.1751765460568791)
Nac_oxy_2_1 - polya	(1, 0.03623138031896731)	(2, 0.03988643449377806)	(3, 0.04290753788468024)	(4, 0.04600733861427453)	(5, 0.04848193270870381)	(6, 0.050641737448364706)	(7, 0.053348051484498504)	(8, 0.058345332491446696)	(9, 0.06504772250339033)	(10, 0.07380935954444384)	(12, 0.08112602600562302)	(14, 0.08831808834720636)	(16, 0.09545112768477064)	(18, 0.10224533125852173)	(20, 0.10921004573277235)	(22, 0.11595178441406204)	(24, 0.1225885933104289)	(26, 0.1289608917073029)	(28, 0.1347713785474028)	(30, 0.1410321890477963)	(32, 0.14764276549793248)	(34, 0.15411999367972928)	(36, 0.16083112784041648)	(38, 0.16817402674782636)	(40, 0.17504255558589776)	(42, 0.18133397060689377)	(44, 0.18736743323995458)	(46, 0.19325443138156062)	(48, 0.19936440531612765)	(50, 0.2051508457471827)	(52, 0.2106662175671872)	(54, 0.21592363699925649)	(56, 0.22124226547253073)	(58, 0.22678605577595184)	(60, 0.2320434752080211)	(62, 0.23791298505214004)	(64, 0.2452558839595499)	(66, 0.25361966223277116)	(68, 0.2609734913261105)	(70, 0.2671228139300236)	(72, 0.27208949041636926)	(74, 0.27687035374191415)	(76, 0.281270846597114)	(78, 0.2858702688362299)	(80, 0.2907342015748387)	(82, 0.2957227384330433)	(84, 0.3002871840771849)	(86, 0.30447344528816733)	(88, 0.30900510037452067)	(90, 0.31368540598951455)	(92, 0.3180880848819002)	(94, 0.3223552294687606)	(96, 0.32643218882044844)	(98, 0.33069058925856526)	(100, 0.33479596709366966)	(102, 0.3385297186071725)	(104, 0.34257825947544374)	(106, 0.34648470792663205)	(108, 0.35046548164214064)	(110, 0.35439160442800194)	(112, 0.3582040532801969)	(114, 0.3618372470831487)	(116, 0.3654354642911263)	(118, 0.36854182313227823)	(120, 0.3716787864940327)	(122, 0.3747457966658386)	(124, 0.3777778302426702)	(126, 0.38100004905467444)	(128, 0.3841217101561276)	(130, 0.38713625543547214)	(132, 0.3901704750494897)	(134, 0.39309539280421263)	(136, 0.395548126526783)	(138, 0.3972248170483619)
Nac_oxy_2_2 - polya	(1, 0.023460551078988607)	(2, 0.027635882104041554)	(3, 0.03027224295022682)	(4, 0.03253697747481051)	(5, 0.034801711999394205)	(6, 0.036664215681773846)	(7, 0.03890708983449862)	(8, 0.04275888735603962)	(9, 0.04745012315696298)	(10, 0.05474711528346912)	(12, 0.06467828221897465)	(14, 0.07261141116657524)	(16, 0.0802712854659394)	(18, 0.08631567828492967)	(20, 0.09544456957321297)	(22, 0.1025382602414312)	(24, 0.11172617453373357)	(26, 0.1216332950601943)	(28, 0.12870731139373948)	(30, 0.13496156378257534)	(32, 0.1426170660075677)	(34, 0.1521153975802667)	(36, 0.16018624687057847)	(38, 0.17085629437491534)	(40, 0.17917197983004698)	(42, 0.185463394851043)	(44, 0.1910749523072267)	(46, 0.19788008606690727)	(48, 0.2080932517993928)	(50, 0.22233528406547653)	(52, 0.23252658942610316)	(54, 0.23868902825313157)	(56, 0.24467439806810276)	(58, 0.2513658578941169)	(60, 0.2615287447713269)	(62, 0.2751346402163163)	(64, 0.2874791922050461)	(66, 0.34282090960307776)	(68, 0.4234966119484071)	(70, 0.47088771210135094)	(72, 0.4779529842861526)	(74, 0.48380063375841265)	(76, 0.489077727525155)	(78, 0.4950281207451519)	(80, 0.5014266515882566)	(82, 0.5060435621248596)	(84, 0.5105424266534245)	(86, 0.5148008270915414)	(88, 0.5193543425497535)	(90, 0.5235908826160114)	(92, 0.5278274226822695)	(94, 0.5320661487857132)	(96, 0.5362720843313686)	(98, 0.5404299270589344)	(100, 0.5445243747081094)	(102, 0.5481772428457342)	(104, 0.5518672736155192)	(106, 0.555561676459676)	(108, 0.5587226862304753)	(110, 0.5617656499932364)	(112, 0.5649310318384074)	(114, 0.5680920416092067)	(116, 0.5711350053719677)	(118, 0.5740358767176459)	(120, 0.5769236318402087)	(122, 0.5800125023838736)	(124, 0.5828980714692504)	(126, 0.5857005711415635)	(128, 0.5882844670952874)	(130, 0.5907546891153448)	(132, 0.5932074228379152)	(134, 0.5955858312961653)	(136, 0.5976297760649739)	(138, 0.5988823753724898)
Nac_oxy_3_1 - polya	(1, 0.04174875507723498)	(2, 0.04612814598291848)	(3, 0.04961008535325009)	(4, 0.05336816365753612)	(5, 0.05665594283993102)	(6, 0.0593267240917715)	(7, 0.06322718653387778)	(8, 0.06893981073006)	(9, 0.07717220269857636)	(10, 0.08743680463416359)	(12, 0.09498963594490148)	(14, 0.10313573449655708)	(16, 0.11170035611998738)	(18, 0.12028223642678981)	(20, 0.12853188707867833)	(22, 0.13655933218215038)	(24, 0.14484997220704776)	(26, 0.15263363840788818)	(28, 0.15985208272829066)	(30, 0.1675041514684184)	(32, 0.17514327619601705)	(34, 0.18253646468556253)	(36, 0.19042368298663587)	(38, 0.1994478170548497)	(40, 0.20813109212646352)	(42, 0.21627287600727607)	(44, 0.22368763785103676)	(46, 0.2308499914504797)	(48, 0.23824965194628978)	(50, 0.24565578444836436)	(52, 0.2528202953832288)	(54, 0.2597345554091971)	(56, 0.2662906977551932)	(58, 0.27365152621341593)	(60, 0.28068659702298926)	(62, 0.28772598250340564)	(64, 0.29541256861027776)	(66, 0.3030430639961903)	(68, 0.310798684836551)	(70, 0.3182716947366927)	(72, 0.3253822722860192)	(74, 0.33203980939682676)	(76, 0.33861321042619497)	(78, 0.34564612390034677)	(80, 0.3525129225470417)	(82, 0.35948327329396945)	(84, 0.3662012157965795)	(86, 0.372571827296325)	(88, 0.37899421484618695)	(90, 0.3858523841511957)	(92, 0.39279684687306526)	(94, 0.39986859238480443)	(96, 0.40631902529514613)	(98, 0.41252136463201317)	(100, 0.41928461117847515)	(102, 0.42563796399484843)	(104, 0.43221136502421675)	(106, 0.43905227564585336)	(108, 0.4453409083995812)	(110, 0.4514698983321165)	(112, 0.4577693177629519)	(114, 0.46392203838512397)	(116, 0.4697533160294898)	(118, 0.4752243186584618)	(120, 0.48091536950042885)	(122, 0.4865956336652883)	(124, 0.4923449325636363)	(126, 0.49798205002006535)	(128, 0.5032243750943565)	(130, 0.5086996923941716)	(132, 0.5141038176250766)	(134, 0.5191649265239601)	(136, 0.5240059872098486)	(138, 0.5273131824110372)
Nac_oxy_3_2 - polya	(1, 0.027734704179047793)	(2, 0.03277423972371609)	(3, 0.036200088373088204)	(4, 0.039228987304900834)	(5, 0.041860936519153964)	(6, 0.04424694949535394)	(7, 0.047047170872485555)	(8, 0.05249228547639942)	(9, 0.05840338453136138)	(10, 0.0656412448705575)	(12, 0.07224269126040553)	(14, 0.0791893113176966)	(16, 0.08660838783230031)	(18, 0.09389586688619136)	(20, 0.10192978399592799)	(22, 0.10926903909993549)	(24, 0.11758125247904808)	(26, 0.12596465792707076)	(28, 0.13302130209085927)	(30, 0.14042311992209083)	(32, 0.14782493775332242)	(34, 0.15553093987898814)	(36, 0.16320889664417415)	(38, 0.17214889463094873)	(40, 0.17967368058120686)	(42, 0.18659656994886123)	(44, 0.19358417937916117)	(46, 0.2009169624769041)	(48, 0.2087890794300268)	(50, 0.21783478685245583)	(52, 0.2263562617674557)	(54, 0.23379691163627464)	(56, 0.24068312630176314)	(58, 0.24788431193879346)	(60, 0.25655895766872117)	(62, 0.2664524979118072)	(64, 0.275189706368959)	(66, 0.3035802405161485)	(68, 0.3477408965946417)	(70, 0.371719679804825)	(72, 0.3788949774167971)	(74, 0.3855891892297704)	(76, 0.39184977662301845)	(78, 0.39820312943939185)	(80, 0.4045500102495006)	(82, 0.41067900018203596)	(84, 0.416827406133365)	(86, 0.42283774261771684)	(88, 0.4287812017040016)	(90, 0.4348886182823217)	(92, 0.4405322077450154)	(94, 0.44643467745829124)	(96, 0.45250973400528866)	(98, 0.45873364669637084)	(100, 0.4643535054694278)	(102, 0.46971664132732394)	(104, 0.4753127694107441)	(106, 0.4807924013814023)	(108, 0.486282820029168)	(110, 0.49139354764274645)	(112, 0.49631442973923123)	(114, 0.5014381013653388)	(116, 0.5066135490415627)	(118, 0.5116013085361146)	(120, 0.5167206654913792)	(122, 0.5220773293430108)	(124, 0.5266940271450613)	(126, 0.5312373755427802)	(128, 0.5358087693009789)	(130, 0.5400371467271561)	(132, 0.5443496602347725)	(134, 0.5485931390089003)	(136, 0.5523727906674014)	(138, 0.5548882437688926)
Nac_oxy_4_1 - polya	(1, 0.07704081377462264)	(2, 0.0822996521640681)	(3, 0.08617950626472562)	(4, 0.09020894510179404)	(5, 0.0937428844995014)	(6, 0.09703374870054103)	(7, 0.10138572962549544)	(8, 0.10805159944180585)	(9, 0.11712952313274191)	(10, 0.1277710747714731)	(12, 0.13643997769878563)	(14, 0.1456721606491454)	(16, 0.15511703439658941)	(18, 0.1639775927674284)	(20, 0.1728381511382674)	(22, 0.18171039581663845)	(24, 0.1902998318527327)	(26, 0.19852699235533183)	(28, 0.206810247134085)	(30, 0.21499533692956854)	(32, 0.22325288183175113)	(34, 0.23140524996614475)	(36, 0.24026814559849016)	(38, 0.25020150700077604)	(40, 0.2597164985934126)	(42, 0.2682311422613014)	(44, 0.2766265855923628)	(46, 0.2847345457581345)	(48, 0.2934946018841974)	(50, 0.3018596608156753)	(52, 0.3100143662115754)	(54, 0.31799377699449394)	(56, 0.3256132495054238)	(58, 0.33352487970465616)	(60, 0.3418408561444992)	(62, 0.35000023606341213)	(64, 0.35848916985473034)	(66, 0.36640547457697553)	(68, 0.3741862181318484)	(70, 0.3822404212829724)	(72, 0.39009128268303783)	(74, 0.3977925593466924)	(76, 0.405288156997782)	(78, 0.4127673938183266)	(80, 0.4205995571263407)	(82, 0.42828213569794393)	(84, 0.4360208085457012)	(86, 0.4430302558034554)	(88, 0.4500116559231325)	(90, 0.4571706879172976)	(92, 0.46470134449098344)	(94, 0.47202164752909154)	(96, 0.47868284282238915)	(98, 0.4855356935592131)	(100, 0.49195848817885585)	(102, 0.4983298630453573)	(104, 0.5050144309537191)	(106, 0.5116639399394846)	(108, 0.5180773855131016)	(110, 0.5242571049360766)	(112, 0.5307289820473542)	(114, 0.5371213922674134)	(116, 0.5429996049560601)	(118, 0.5488637940756684)	(120, 0.5546508535655649)	(122, 0.5602649557039863)	(124, 0.5662389961143962)	(126, 0.5720003457277221)	(128, 0.5775373182364315)	(130, 0.5828545881635374)	(132, 0.5881625090446176)	(134, 0.5934727671872044)	(136, 0.5981169058004614)	(138, 0.6013259658487763)
Nac_oxy_4_2 - polya	(1, 0.038831262667665206)	(2, 0.044090101057110656)	(3, 0.047624040454818)	(4, 0.051251470312782155)	(5, 0.05403748602843503)	(6, 0.05673936032985678)	(7, 0.06020785640538436)	(8, 0.06616787324675587)	(9, 0.07270753094171958)	(10, 0.08079445575393349)	(12, 0.08847703432553668)	(14, 0.09637697821723695)	(16, 0.10533570157134559)	(18, 0.11360493278106026)	(20, 0.12262676219584223)	(22, 0.13072771057709465)	(24, 0.13970980654626747)	(26, 0.14849089802588816)	(28, 0.1569307493255715)	(30, 0.16509480376749727)	(32, 0.17317939131820476)	(34, 0.18151406585009916)	(36, 0.189778622536801)	(38, 0.1984662235561649)	(40, 0.20675649011943734)	(42, 0.21449983749020746)	(44, 0.22218942784632992)	(46, 0.2306923852066866)	(48, 0.23950386108589078)	(50, 0.24866592619105793)	(52, 0.2575054492083392)	(54, 0.265419416669078)	(56, 0.2730155165649436)	(58, 0.2810042763938878)	(60, 0.2903907186036714)	(62, 0.30038952332813695)	(64, 0.3102060216551018)	(66, 0.33413724221933827)	(68, 0.3682542484285539)	(70, 0.3862815464275729)	(72, 0.39374208515606623)	(74, 0.40107173724019995)	(76, 0.40833127147914106)	(78, 0.41559314297958866)	(80, 0.4223431542101302)	(82, 0.42935026420637795)	(84, 0.4360465184222718)	(86, 0.44279652965281335)	(88, 0.44912349655069284)	(90, 0.4555392793858163)	(92, 0.4621911256330882)	(94, 0.4686583282213529)	(96, 0.4747726043221481)	(98, 0.48113696740413037)	(100, 0.48734473396518235)	(102, 0.4935875594488307)	(104, 0.4997509180412608)	(106, 0.5055660246692343)	(108, 0.5112899780984572)	(110, 0.5164973967347615)	(112, 0.5216533956179246)	(114, 0.5271132384969222)	(116, 0.532591779467971)	(118, 0.5376566251523835)	(120, 0.5430510247092014)	(122, 0.5482584433455057)	(124, 0.5532695320152705)	(126, 0.5580632553649383)	(128, 0.5627237548087403)	(130, 0.5671505281019)	(132, 0.5711215354013081)	(134, 0.575459492757224)	(136, 0.5793112997198044)	(138, 0.5820762800818995)
Nac_oxy_5_1 - polya	(1, 0.02875132183514007)	(2, 0.03137038625528338)	(3, 0.0331094783941365)	(4, 0.035461631790570936)	(5, 0.037409248166696614)	(6, 0.03879801958693184)	(7, 0.0408916029291483)	(8, 0.04420713830178195)	(9, 0.04917418563361424)	(10, 0.055813597348372435)	(12, 0.06021137351245065)	(14, 0.06474051994601057)	(16, 0.06953032167616119)	(18, 0.07423879895377551)	(20, 0.07903694165341704)	(22, 0.08386219250390399)	(24, 0.0884559814510184)	(26, 0.09299555409644196)	(28, 0.09731200580798388)	(30, 0.10160134936868037)	(32, 0.1059032043836132)	(34, 0.1100465809782189)	(36, 0.11459657983550607)	(38, 0.1200557443673016)	(40, 0.12517501439234285)	(42, 0.13005031105977521)	(44, 0.13403729447642648)	(46, 0.138174415343914)	(48, 0.14247001463172868)	(50, 0.1466509255890434)	(52, 0.15066710239891287)	(54, 0.15481881996300947)	(56, 0.15879954765254256)	(58, 0.16281363922003927)	(60, 0.1670070616315904)	(62, 0.1713151723736414)	(64, 0.17612374128514655)	(66, 0.18047772735939754)	(68, 0.1848629920692394)	(70, 0.1890814373892632)	(72, 0.19299335208049637)	(74, 0.19670925398869332)	(76, 0.2002479102952086)	(78, 0.20398257938476008)	(80, 0.20781316962345692)	(82, 0.2114060422316631)	(84, 0.21509066550426914)	(86, 0.21865642996162987)	(88, 0.22200532921222713)	(90, 0.22581715226956944)	(92, 0.22976451608113896)	(94, 0.2334637360503541)	(96, 0.23705452341618752)	(98, 0.24057232729897554)	(100, 0.24398169857838184)	(102, 0.24722425046797009)	(104, 0.25066907086771273)	(106, 0.25409929457084623)	(108, 0.25722715812993463)	(110, 0.26035919217376846)	(112, 0.2636059145481021)	(114, 0.2668255287715904)	(116, 0.269936710391697)	(118, 0.27295614134740354)	(120, 0.2760568967556465)	(122, 0.2792994486452347)	(124, 0.2822584075721323)	(126, 0.28527158280072074)	(128, 0.288126279608982)	(130, 0.29083083896640705)	(132, 0.2936042113221321)	(134, 0.2965673407337751)	(136, 0.2992114280623911)	(138, 0.30088379244531704)
